Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage
Jan 2019,SSD,11385139,Warrap,Tonj East,second projection,2019-05-01,2019-07-31,1,12131,0.1
Jan 2019,SSD,11385139,Warrap,Tonj East,second projection,2019-05-01,2019-07-31,2,42457,0.35
Jan 2019,SSD,11385139,Warrap,Tonj East,second projection,2019-05-01,2019-07-31,3,48522,0.4
Jan 2019,SSD,11385139,Warrap,Tonj East,second projection,2019-05-01,2019-07-31,4,18196,0.15
Jan 2019,SSD,11385139,Warrap,Tonj East,second projection,2019-05-01,2019-07-31,5,0,0
Jan 2019,SSD,11385139,Warrap,Tonj South,current,2019-01-01,2019-01-31,all,134225,1.0
Jan 2019,SSD,11385139,Warrap,Tonj South,current,2019-01-01,2019-01-31,3+,46979,0.35
Jan 2019,SSD,11385139,Warrap,Tonj South,current,2019-01-01,2019-01-31,1,26845,0.2
Jan 2019,SSD,11385139,Warrap,Tonj South,current,2019-01-01,2019-01-31,2,60401,0.45
Jan 2019,SSD,11385139,Warrap,Tonj South,current,2019-01-01,2019-01-31,3,40268,0.3
Jan 2019,SSD,11385139,Warrap,Tonj South,current,2019-01-01,2019-01-31,4,6711,0.05
Jan 2019,SSD,11385139,Warrap,Tonj South,current,2019-01-01,2019-01-31,5,0,0
Jan 2019,SSD,11385139,Warrap,Tonj South,first projection,2019-02-01,2019-04-30,all,134225,1.0
Jan 2019,SSD,11385139,Warrap,Tonj South,first projection,2019-02-01,2019-04-30,3+,53691,0.4
Jan 2019,SSD,11385139,Warrap,Tonj South,first projection,2019-02-01,2019-04-30,1,20134,0.15
Jan 2019,SSD,11385139,Warrap,Tonj South,first projection,2019-02-01,2019-04-30,2,60401,0.45
Jan 2019,SSD,11385139,Warrap,Tonj South,first projection,2019-02-01,2019-04-30,3,40268,0.3
Jan 2019,SSD,11385139,Warrap,Tonj South,first projection,2019-02-01,2019-04-30,4,13423,0.1
Jan 2019,SSD,11385139,Warrap,Tonj South,first projection,2019-02-01,2019-04-30,5,0,0
Jan 2019,SSD,11385139,Warrap,Tonj South,second projection,2019-05-01,2019-07-31,all,134225,1.0
Jan 2019,SSD,11385139,Warrap,Tonj South,second projection,2019-05-01,2019-07-31,3+,60402,0.45
Jan 2019,SSD,11385139,Warrap,Tonj South,second projection,2019-05-01,2019-07-31,1,13423,0.1
Jan 2019,SSD,11385139,Warrap,Tonj South,second projection,2019-05-01,2019-07-31,2,60401,0.45
Jan 2019,SSD,11385139,Warrap,Tonj South,second projection,2019-05-01,2019-07-31,3,46979,0.35
Jan 2019,SSD,11385139,Warrap,Tonj South,second projection,2019-05-01,2019-07-31,4,13423,0.1
Jan 2019,SSD,11385139,Warrap,Tonj South,second projection,2019-05-01,2019-07-31,5,0,0
Jan 2019,SSD,11385139,Warrap,Twic,current,2019-01-01,2019-01-31,all,441581,1.0
Jan 2019,SSD,11385139,Warrap,Twic,current,2019-01-01,2019-01-31,3+,176632,0.4
Jan 2019,SSD,11385139,Warrap,Twic,current,2019-01-01,2019-01-31,1,66237,0.15
Jan 2019,SSD,11385139,Warrap,Twic,current,2019-01-01,2019-01-31,2,198711,0.45
Jan 2019,SSD,11385139,Warrap,Twic,current,2019-01-01,2019-01-31,3,154553,0.35
Jan 2019,SSD,11385139,Warrap,Twic,current,2019-01-01,2019-01-31,4,22079,0.05
Jan 2019,SSD,11385139,Warrap,Twic,current,2019-01-01,2019-01-31,5,0,0
Jan 2019,SSD,11385139,Warrap,Twic,first projection,2019-02-01,2019-04-30,all,441581,1.0
Jan 2019,SSD,11385139,Warrap,Twic,first projection,2019-02-01,2019-04-30,3+,176632,0.4
Jan 2019,SSD,11385139,Warrap,Twic,first projection,2019-02-01,2019-04-30,1,66237,0.15
Jan 2019,SSD,11385139,Warrap,Twic,first projection,2019-02-01,2019-04-30,2,198711,0.45
Jan 2019,SSD,11385139,Warrap,Twic,first projection,2019-02-01,2019-04-30,3,132474,0.3
Jan 2019,SSD,11385139,Warrap,Twic,first projection,2019-02-01,2019-04-30,4,44158,0.1
Jan 2019,SSD,11385139,Warrap,Twic,first projection,2019-02-01,2019-04-30,5,0,0
Jan 2019,SSD,11385139,Warrap,Twic,second projection,2019-05-01,2019-07-31,all,441581,1.0
Jan 2019,SSD,11385139,Warrap,Twic,second projection,2019-05-01,2019-07-31,3+,198711,0.45
Jan 2019,SSD,11385139,Warrap,Twic,second projection,2019-05-01,2019-07-31,1,44158,0.1
Jan 2019,SSD,11385139,Warrap,Twic,second projection,2019-05-01,2019-07-31,2,198711,0.45
Jan 2019,SSD,11385139,Warrap,Twic,second projection,2019-05-01,2019-07-31,3,154553,0.35
Jan 2019,SSD,11385139,Warrap,Twic,second projection,2019-05-01,2019-07-31,4,44158,0.1
Jan 2019,SSD,11385139,Warrap,Twic,second projection,2019-05-01,2019-07-31,5,0,0
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta north,current,2019-01-01,2019-01-31,all,107410,1.0
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta north,current,2019-01-01,2019-01-31,3+,69817,0.65
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta north,current,2019-01-01,2019-01-31,1,10741,0.1
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta north,current,2019-01-01,2019-01-31,2,26853,0.25
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta north,current,2019-01-01,2019-01-31,3,48335,0.45
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta north,current,2019-01-01,2019-01-31,4,21482,0.2
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta north,current,2019-01-01,2019-01-31,5,0,0
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta north,first projection,2019-02-01,2019-04-30,all,107410,1.0
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta north,first projection,2019-02-01,2019-04-30,3+,75188,0.7
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta north,first projection,2019-02-01,2019-04-30,1,5371,0.05
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta north,first projection,2019-02-01,2019-04-30,2,26853,0.25
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta north,first projection,2019-02-01,2019-04-30,3,48335,0.45
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta north,first projection,2019-02-01,2019-04-30,4,26853,0.25
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta north,first projection,2019-02-01,2019-04-30,5,0,0
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta north,second projection,2019-05-01,2019-07-31,all,107410,1.0
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta north,second projection,2019-05-01,2019-07-31,3+,53706,0.5
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta north,second projection,2019-05-01,2019-07-31,1,10741,0.1
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta north,second projection,2019-05-01,2019-07-31,2,42964,0.4
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta north,second projection,2019-05-01,2019-07-31,3,37594,0.35
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta north,second projection,2019-05-01,2019-07-31,4,16112,0.15
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta north,second projection,2019-05-01,2019-07-31,5,0,0
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta south,current,2019-01-01,2019-01-31,all,70259,1.0
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta south,current,2019-01-01,2019-01-31,3+,42155,0.6
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta south,current,2019-01-01,2019-01-31,1,7026,0.1
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta south,current,2019-01-01,2019-01-31,2,11241,0.16
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta south,current,2019-01-01,2019-01-31,3,42155,0.6
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta south,current,2019-01-01,2019-01-31,4,0,0
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta south,current,2019-01-01,2019-01-31,5,0,0
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta south,first projection,2019-02-01,2019-04-30,all,70259,1.0
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta south,first projection,2019-02-01,2019-04-30,3+,45668,0.65
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta south,first projection,2019-02-01,2019-04-30,1,4216,0.06
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta south,first projection,2019-02-01,2019-04-30,2,11241,0.16
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta south,first projection,2019-02-01,2019-04-30,3,45668,0.65
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta south,first projection,2019-02-01,2019-04-30,4,0,0
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta south,first projection,2019-02-01,2019-04-30,5,0,0
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta south,second projection,2019-05-01,2019-07-31,all,70259,1.0
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta south,second projection,2019-05-01,2019-07-31,3+,21078,0.3
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta south,second projection,2019-05-01,2019-07-31,1,11241,0.16
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta south,second projection,2019-05-01,2019-07-31,2,35130,0.5
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta south,second projection,2019-05-01,2019-07-31,3,21078,0.3
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta south,second projection,2019-05-01,2019-07-31,4,0,0
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta south,second projection,2019-05-01,2019-07-31,5,0,0
Jan 2019,SSD,11385139,Eastern Equatoria,Budi,current,2019-01-01,2019-01-31,all,97050,1.0
Jan 2019,SSD,11385139,Eastern Equatoria,Budi,current,2019-01-01,2019-01-31,3+,58230,0.6
Jan 2019,SSD,11385139,Eastern Equatoria,Budi,current,2019-01-01,2019-01-31,1,24263,0.25
Jan 2019,SSD,11385139,Eastern Equatoria,Budi,current,2019-01-01,2019-01-31,2,14558,0.15
Jan 2019,SSD,11385139,Eastern Equatoria,Budi,current,2019-01-01,2019-01-31,3,38820,0.4
Jan 2019,SSD,11385139,Eastern Equatoria,Budi,current,2019-01-01,2019-01-31,4,19410,0.2
Jan 2019,SSD,11385139,Eastern Equatoria,Budi,current,2019-01-01,2019-01-31,5,0,0
Jan 2019,SSD,11385139,Eastern Equatoria,Budi,first projection,2019-02-01,2019-04-30,all,97050,1.0
Jan 2019,SSD,11385139,Eastern Equatoria,Budi,first projection,2019-02-01,2019-04-30,3+,53378,0.55
Jan 2019,SSD,11385139,Eastern Equatoria,Budi,first projection,2019-02-01,2019-04-30,1,19410,0.2
Jan 2019,SSD,11385139,Eastern Equatoria,Budi,first projection,2019-02-01,2019-04-30,2,24263,0.25
Jan 2019,SSD,11385139,Eastern Equatoria,Budi,first projection,2019-02-01,2019-04-30,3,38820,0.4
Jan 2019,SSD,11385139,Eastern Equatoria,Budi,first projection,2019-02-01,2019-04-30,4,14558,0.15
Jan 2019,SSD,11385139,Eastern Equatoria,Budi,first projection,2019-02-01,2019-04-30,5,0,0
Jan 2019,SSD,11385139,Eastern Equatoria,Budi,second projection,2019-05-01,2019-07-31,all,97050,1.0
Jan 2019,SSD,11385139,Eastern Equatoria,Budi,second projection,2019-05-01,2019-07-31,3+,63083,0.65
Jan 2019,SSD,11385139,Eastern Equatoria,Budi,second projection,2019-05-01,2019-07-31,1,14558,0.15
Jan 2019,SSD,11385139,Eastern Equatoria,Budi,second projection,2019-05-01,2019-07-31,2,19410,0.2
Jan 2019,SSD,11385139,Eastern Equatoria,Budi,second projection,2019-05-01,2019-07-31,3,53378,0.55
Jan 2019,SSD,11385139,Eastern Equatoria,Budi,second projection,2019-05-01,2019-07-31,4,9705,0.1
Jan 2019,SSD,11385139,Eastern Equatoria,Budi,second projection,2019-05-01,2019-07-31,5,0,0
Jan 2019,SSD,11385139,Eastern Equatoria,Magwi,current,2019-01-01,2019-01-31,all,192003,1.0
Jan 2019,SSD,11385139,Eastern Equatoria,Magwi,current,2019-01-01,2019-01-31,3+,86401,0.45
Jan 2019,SSD,11385139,Eastern Equatoria,Magwi,current,2019-01-01,2019-01-31,1,67201,0.35
Jan 2019,SSD,11385139,Eastern Equatoria,Magwi,current,2019-01-01,2019-01-31,2,38401,0.2
Jan 2019,SSD,11385139,Eastern Equatoria,Magwi,current,2019-01-01,2019-01-31,3,76801,0.4
Jan 2019,SSD,11385139,Eastern Equatoria,Magwi,current,2019-01-01,2019-01-31,4,9600,0.05
Jan 2019,SSD,11385139,Eastern Equatoria,Magwi,current,2019-01-01,2019-01-31,5,0,0
Jan 2019,SSD,11385139,Eastern Equatoria,Magwi,first projection,2019-02-01,2019-04-30,all,192003,1.0
Jan 2019,SSD,11385139,Eastern Equatoria,Magwi,first projection,2019-02-01,2019-04-30,3+,76801,0.4
Jan 2019,SSD,11385139,Eastern Equatoria,Magwi,first projection,2019-02-01,2019-04-30,1,48001,0.25
Jan 2019,SSD,11385139,Eastern Equatoria,Magwi,first projection,2019-02-01,2019-04-30,2,67201,0.35
Jan 2019,SSD,11385139,Eastern Equatoria,Magwi,first projection,2019-02-01,2019-04-30,3,57601,0.3
Jan 2019,SSD,11385139,Eastern Equatoria,Magwi,first projection,2019-02-01,2019-04-30,4,19200,0.1
Jan 2019,SSD,11385139,Eastern Equatoria,Magwi,first projection,2019-02-01,2019-04-30,5,0,0
Jan 2019,SSD,11385139,Eastern Equatoria,Magwi,second projection,2019-05-01,2019-07-31,all,192003,1.0
Jan 2019,SSD,11385139,Eastern Equatoria,Magwi,second projection,2019-05-01,2019-07-31,3+,105601,0.55
Jan 2019,SSD,11385139,Eastern Equatoria,Magwi,second projection,2019-05-01,2019-07-31,1,28800,0.15
Jan 2019,SSD,11385139,Eastern Equatoria,Magwi,second projection,2019-05-01,2019-07-31,2,57601,0.3
Jan 2019,SSD,11385139,Eastern Equatoria,Magwi,second projection,2019-05-01,2019-07-31,3,76801,0.4
Jan 2019,SSD,11385139,Eastern Equatoria,Magwi,second projection,2019-05-01,2019-07-31,4,28800,0.15
Jan 2019,SSD,11385139,Eastern Equatoria,Magwi,second projection,2019-05-01,2019-07-31,5,0,0
Jan 2019,SSD,11385139,Eastern Equatoria,Ikotos,current,2019-01-01,2019-01-31,all,128205,1.0
Jan 2019,SSD,11385139,Eastern Equatoria,Ikotos,current,2019-01-01,2019-01-31,3+,70513,0.55
Jan 2019,SSD,11385139,Eastern Equatoria,Ikotos,current,2019-01-01,2019-01-31,1,38462,0.3
Jan 2019,SSD,11385139,Eastern Equatoria,Ikotos,current,2019-01-01,2019-01-31,2,19231,0.15
Jan 2019,SSD,11385139,Eastern Equatoria,Ikotos,current,2019-01-01,2019-01-31,3,57692,0.45
Jan 2019,SSD,11385139,Eastern Equatoria,Ikotos,current,2019-01-01,2019-01-31,4,12821,0.1
Jan 2019,SSD,11385139,Eastern Equatoria,Ikotos,current,2019-01-01,2019-01-31,5,0,0
Jan 2019,SSD,11385139,Eastern Equatoria,Ikotos,first projection,2019-02-01,2019-04-30,all,128205,1.0
Jan 2019,SSD,11385139,Eastern Equatoria,Ikotos,first projection,2019-02-01,2019-04-30,3+,76924,0.6
Jan 2019,SSD,11385139,Eastern Equatoria,Ikotos,first projection,2019-02-01,2019-04-30,1,32051,0.25
Jan 2019,SSD,11385139,Eastern Equatoria,Ikotos,first projection,2019-02-01,2019-04-30,2,19231,0.15
Jan 2019,SSD,11385139,Eastern Equatoria,Ikotos,first projection,2019-02-01,2019-04-30,3,64103,0.5
Jan 2019,SSD,11385139,Eastern Equatoria,Ikotos,first projection,2019-02-01,2019-04-30,4,12821,0.1
Jan 2019,SSD,11385139,Eastern Equatoria,Ikotos,first projection,2019-02-01,2019-04-30,5,0,0
Jan 2019,SSD,11385139,Eastern Equatoria,Ikotos,second projection,2019-05-01,2019-07-31,all,128205,1.0
Jan 2019,SSD,11385139,Eastern Equatoria,Ikotos,second projection,2019-05-01,2019-07-31,3+,83334,0.65
Jan 2019,SSD,11385139,Eastern Equatoria,Ikotos,second projection,2019-05-01,2019-07-31,1,25641,0.2
Jan 2019,SSD,11385139,Eastern Equatoria,Ikotos,second projection,2019-05-01,2019-07-31,2,19231,0.15
Jan 2019,SSD,11385139,Eastern Equatoria,Ikotos,second projection,2019-05-01,2019-07-31,3,70513,0.55
Jan 2019,SSD,11385139,Eastern Equatoria,Ikotos,second projection,2019-05-01,2019-07-31,4,12821,0.1
Jan 2019,SSD,11385139,Eastern Equatoria,Ikotos,second projection,2019-05-01,2019-07-31,5,0,0
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta east,current,2019-01-01,2019-01-31,all,169545,1.0
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta east,current,2019-01-01,2019-01-31,3+,110204,0.65
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta east,current,2019-01-01,2019-01-31,1,16955,0.1
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta east,current,2019-01-01,2019-01-31,2,42386,0.25
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta east,current,2019-01-01,2019-01-31,3,76295,0.45
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta east,current,2019-01-01,2019-01-31,4,33909,0.2
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta east,current,2019-01-01,2019-01-31,5,0,0
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta east,first projection,2019-02-01,2019-04-30,all,169545,1.0
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta east,first projection,2019-02-01,2019-04-30,3+,110204,0.65
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta east,first projection,2019-02-01,2019-04-30,1,16955,0.1
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta east,first projection,2019-02-01,2019-04-30,2,42386,0.25
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta east,first projection,2019-02-01,2019-04-30,3,67818,0.4
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta east,first projection,2019-02-01,2019-04-30,4,42386,0.25
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta east,first projection,2019-02-01,2019-04-30,5,0,0
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta east,second projection,2019-05-01,2019-07-31,all,169545,1.0
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta east,second projection,2019-05-01,2019-07-31,3+,93250,0.55
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta east,second projection,2019-05-01,2019-07-31,1,25432,0.15
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta east,second projection,2019-05-01,2019-07-31,2,50864,0.3
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta east,second projection,2019-05-01,2019-07-31,3,59341,0.35
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta east,second projection,2019-05-01,2019-07-31,4,33909,0.2
Jan 2019,SSD,11385139,Eastern Equatoria,Kapoeta east,second projection,2019-05-01,2019-07-31,5,0,0
Jan 2019,SSD,11385139,Eastern Equatoria,Lafon,current,2019-01-01,2019-01-31,all,106379,1.0
Jan 2019,SSD,11385139,Eastern Equatoria,Lafon,current,2019-01-01,2019-01-31,3+,53190,0.5
Jan 2019,SSD,11385139,Eastern Equatoria,Lafon,current,2019-01-01,2019-01-31,1,31914,0.3
Jan 2019,SSD,11385139,Eastern Equatoria,Lafon,current,2019-01-01,2019-01-31,2,21276,0.2
Jan 2019,SSD,11385139,Eastern Equatoria,Lafon,current,2019-01-01,2019-01-31,3,47871,0.45
Jan 2019,SSD,11385139,Eastern Equatoria,Lafon,current,2019-01-01,2019-01-31,4,5319,0.05
Jan 2019,SSD,11385139,Eastern Equatoria,Lafon,current,2019-01-01,2019-01-31,5,0,0
Jan 2019,SSD,11385139,Eastern Equatoria,Lafon,first projection,2019-02-01,2019-04-30,all,106379,1.0
Jan 2019,SSD,11385139,Eastern Equatoria,Lafon,first projection,2019-02-01,2019-04-30,3+,63828,0.6
Jan 2019,SSD,11385139,Eastern Equatoria,Lafon,first projection,2019-02-01,2019-04-30,1,21276,0.2
Jan 2019,SSD,11385139,Eastern Equatoria,Lafon,first projection,2019-02-01,2019-04-30,2,21276,0.2
Jan 2019,SSD,11385139,Eastern Equatoria,Lafon,first projection,2019-02-01,2019-04-30,3,53190,0.5
Jan 2019,SSD,11385139,Eastern Equatoria,Lafon,first projection,2019-02-01,2019-04-30,4,10638,0.1
Jan 2019,SSD,11385139,Eastern Equatoria,Lafon,first projection,2019-02-01,2019-04-30,5,0,0
Jan 2019,SSD,11385139,Eastern Equatoria,Lafon,second projection,2019-05-01,2019-07-31,all,106379,1.0
Jan 2019,SSD,11385139,Eastern Equatoria,Lafon,second projection,2019-05-01,2019-07-31,3+,69146,0.65
Jan 2019,SSD,11385139,Eastern Equatoria,Lafon,second projection,2019-05-01,2019-07-31,1,15957,0.15
Jan 2019,SSD,11385139,Eastern Equatoria,Lafon,second projection,2019-05-01,2019-07-31,2,21276,0.2
Jan 2019,SSD,11385139,Eastern Equatoria,Lafon,second projection,2019-05-01,2019-07-31,3,58508,0.55
Jan 2019,SSD,11385139,Eastern Equatoria,Lafon,second projection,2019-05-01,2019-07-31,4,10638,0.1
Jan 2019,SSD,11385139,Eastern Equatoria,Lafon,second projection,2019-05-01,2019-07-31,5,0,0
Jan 2019,SSD,11385139,Eastern Equatoria,Torit,current,2019-01-01,2019-01-31,all,160818,1.0
Jan 2019,SSD,11385139,Eastern Equatoria,Torit,current,2019-01-01,2019-01-31,3+,80409,0.5
Jan 2019,SSD,11385139,Eastern Equatoria,Torit,current,2019-01-01,2019-01-31,1,48245,0.3
Jan 2019,SSD,11385139,Eastern Equatoria,Torit,current,2019-01-01,2019-01-31,2,32164,0.2
Jan 2019,SSD,11385139,Eastern Equatoria,Torit,current,2019-01-01,2019-01-31,3,56286,0.35
Jan 2019,SSD,11385139,Eastern Equatoria,Torit,current,2019-01-01,2019-01-31,4,24123,0.15
Jan 2019,SSD,11385139,Eastern Equatoria,Torit,current,2019-01-01,2019-01-31,5,0,0
Jan 2019,SSD,11385139,Eastern Equatoria,Torit,first projection,2019-02-01,2019-04-30,all,160818,1.0
Jan 2019,SSD,11385139,Eastern Equatoria,Torit,first projection,2019-02-01,2019-04-30,3+,88450,0.55
Jan 2019,SSD,11385139,Eastern Equatoria,Torit,first projection,2019-02-01,2019-04-30,1,40205,0.25
Jan 2019,SSD,11385139,Eastern Equatoria,Torit,first projection,2019-02-01,2019-04-30,2,32164,0.2
Jan 2019,SSD,11385139,Eastern Equatoria,Torit,first projection,2019-02-01,2019-04-30,3,64327,0.4
Jan 2019,SSD,11385139,Eastern Equatoria,Torit,first projection,2019-02-01,2019-04-30,4,24123,0.15
Jan 2019,SSD,11385139,Eastern Equatoria,Torit,first projection,2019-02-01,2019-04-30,5,0,0
Jan 2019,SSD,11385139,Eastern Equatoria,Torit,second projection,2019-05-01,2019-07-31,all,160818,1.0
Jan 2019,SSD,11385139,Eastern Equatoria,Torit,second projection,2019-05-01,2019-07-31,3+,96491,0.6
Jan 2019,SSD,11385139,Eastern Equatoria,Torit,second projection,2019-05-01,2019-07-31,1,32164,0.2
Jan 2019,SSD,11385139,Eastern Equatoria,Torit,second projection,2019-05-01,2019-07-31,2,32164,0.2
Jan 2019,SSD,11385139,Eastern Equatoria,Torit,second projection,2019-05-01,2019-07-31,3,72368,0.45
Jan 2019,SSD,11385139,Eastern Equatoria,Torit,second projection,2019-05-01,2019-07-31,4,24123,0.15
Jan 2019,SSD,11385139,Eastern Equatoria,Torit,second projection,2019-05-01,2019-07-31,5,0,0
Jan 2019,SSD,11385139,Western Equatoria,Maridi,current,2019-01-01,2019-01-31,all,79454,1.0
Jan 2019,SSD,11385139,Western Equatoria,Maridi,current,2019-01-01,2019-01-31,3+,27809,0.35
Jan 2019,SSD,11385139,Western Equatoria,Maridi,current,2019-01-01,2019-01-31,1,27809,0.35
Jan 2019,SSD,11385139,Western Equatoria,Maridi,current,2019-01-01,2019-01-31,2,23836,0.3
Jan 2019,SSD,11385139,Western Equatoria,Maridi,current,2019-01-01,2019-01-31,3,23836,0.3
Jan 2019,SSD,11385139,Western Equatoria,Maridi,current,2019-01-01,2019-01-31,4,3973,0.05
Jan 2019,SSD,11385139,Western Equatoria,Maridi,current,2019-01-01,2019-01-31,5,0,0
Jan 2019,SSD,11385139,Western Equatoria,Maridi,first projection,2019-02-01,2019-04-30,all,79454,1.0
Jan 2019,SSD,11385139,Western Equatoria,Maridi,first projection,2019-02-01,2019-04-30,3+,27809,0.35
Jan 2019,SSD,11385139,Western Equatoria,Maridi,first projection,2019-02-01,2019-04-30,1,23836,0.3
